Email Name,Master Tags,Level 2 Tags,Level 3 Tags,Level 4 Tags,Email Channel,Programmable Email,Sequence Position,Sequence Total,Is Enumerated Sequence,Email Family,Implementation Surface,HubSpot Email ID,HubSpot State,Workflow IDs,Subscription Type,Subject,Preview Text,Publish Readiness,Review Status,Needs Rewrite,Module Wiring Status,Master Email Modules,Duplicate Merge Status,Notes
Winback - Winback - Final Goodbye - Winback,Winback,Winback,Final Goodbye,Winback,Marketing,Candidate/Needs Review,4.0,,,winback,,,,,,,,Needs Copy Review,Needs Copy Review,No,not mapped,,single source,
Xsell - Cross Sell - Care Kit Intro - Cross Sell,Xsell,Cross Sell,Care Kit Intro,Cross Sell,Marketing,Candidate/Needs Review,1.0,,,campaign,,,,,,,,Needs Copy Review,Needs Copy Review,No,not mapped,,single source,
Xsell - Cross Sell - Problem Solution - Cross Sell,Xsell,Cross Sell,Problem Solution,Cross Sell,Marketing,Candidate/Needs Review,2.0,,,campaign,,,,,,,,Needs Copy Review,Needs Copy Review,No,not mapped,,single source,
Xsell - Cross Sell - Bundle Offer - Cross Sell,Xsell,Cross Sell,Bundle Offer,Cross Sell,Marketing,Candidate/Needs Review,3.0,,,campaign,,,,,,,,Needs Copy Review,Needs Copy Review,No,not mapped,,single source,
Launch - 1 of 5 - Full Overview - Rebrand Launch,Launch,1 of 5,Full Overview,Rebrand Launch,Marketing,No,1.0,5.0,Yes,Brand Relaunch,Standard marketing,214990273180.0,Published," 1846782600 (Journey -- Launch Campaign, rebuilt 2026-07-05, still disabled pending enrollment-rule approval)",News & Offers,A new era for Hair Solutions Co.,,Published in HubSpot export,,,,,single source,"Current real launch email from HubSpot export 2026-07-03. HubSpot export typo was Rebrad Launch; normalized here to Rebrand Launch. | 2026-07-05: confirmed as the canonical clean 5-email Launch sequence per Vincent; workflow rebuilt to send these 5 in order, replacing a stale blended draft."
Launch - 2 of 5 - Premium Branch Launch - AB Test Variant A,Launch,2 of 5,Premium Branch Launch,AB Test Variant A,Marketing,No,2.0,5.0,Yes,Brand Relaunch,Standard marketing,214990273186.0,Published," 1846782600 (Journey -- Launch Campaign, rebuilt 2026-07-05, still disabled pending enrollment-rule approval)",News & Offers,Hair Solutions Co. just relaunched — here's what changed.,,Published in HubSpot export,,,,,single source,"Current real launch email from HubSpot export 2026-07-03. | 2026-07-05: confirmed as the canonical clean 5-email Launch sequence per Vincent; workflow rebuilt to send these 5 in order, replacing a stale blended draft."
Launch - 3 of 5 - Lead with the Offer - AB Test Variant B,Launch,3 of 5,Lead with the Offer,AB Test Variant B,Marketing,No,3.0,5.0,Yes,Brand Relaunch,Standard marketing,214988110720.0,Published," 1846782600 (Journey -- Launch Campaign, rebuilt 2026-07-05, still disabled pending enrollment-rule approval)",News & Offers,Hair Solutions Co. just relaunched — here's what changed.,,Published in HubSpot export,,,,,single source,"Current real launch email from HubSpot export 2026-07-03. | 2026-07-05: confirmed as the canonical clean 5-email Launch sequence per Vincent; workflow rebuilt to send these 5 in order, replacing a stale blended draft."
Launch - 4 of 5 - Personal Founder Letter - Founder Note,Launch,4 of 5,Personal Founder Letter,Founder Note,Marketing,No,4.0,5.0,Yes,Brand Relaunch,Standard marketing,214990273183.0,Published," 1846782600 (Journey -- Launch Campaign, rebuilt 2026-07-05, still disabled pending enrollment-rule approval)",News & Offers,I wanted to personally explain why we changed.,,Published in HubSpot export,,,,,single source,"Current real launch email from HubSpot export 2026-07-03. | 2026-07-05: confirmed as the canonical clean 5-email Launch sequence per Vincent; workflow rebuilt to send these 5 in order, replacing a stale blended draft."
Launch - 5 of 5 - Bold Launch Close - Conversion,Launch,5 of 5,Bold Launch Close,Conversion,Marketing,No,5.0,5.0,Yes,Brand Relaunch,Standard marketing,214988110717.0,Published," 1846782600 (Journey -- Launch Campaign, rebuilt 2026-07-05, still disabled pending enrollment-rule approval)",News & Offers,Hair Solutions Co. just relaunched — and your first system offer is inside.,,Published in HubSpot export,,,,,single source,"Current real launch email from HubSpot export 2026-07-03. | 2026-07-05: confirmed as the canonical clean 5-email Launch sequence per Vincent; workflow rebuilt to send these 5 in order, replacing a stale blended draft."
Loyalist Re-engagement - 1 of 5 - Personal Reconnection,Loyalist Re-engagement,1 of 5,Personal Reconnection,,Marketing,Candidate/Needs Review,1.0,5.0,Yes,Loyalist Re-engagement,Programmable marketing,,,,News & Offers,,,not built,Needs copy review,Yes,not mapped,,merged strategy,"New programmable marketing series. Combine loyalist/VIP relaunch value into a dedicated re-engagement sequence, separate from the public launch campaign."
Loyalist Re-engagement - 2 of 5 - What Changed,Loyalist Re-engagement,2 of 5,What Changed,,Marketing,Candidate/Needs Review,2.0,5.0,Yes,Loyalist Re-engagement,Programmable marketing,,,,News & Offers,,,not built,Needs copy review,Yes,not mapped,,merged strategy,"Covers concrete improvements: support, order records, product lineup, clearer timelines."
Loyalist Re-engagement - 3 of 5 - Product Match,Loyalist Re-engagement,3 of 5,Product Match,,Marketing,Candidate/Needs Review,3.0,5.0,Yes,Loyalist Re-engagement,Programmable marketing,,,,News & Offers,,,not built,Needs copy review,Yes,not mapped,,merged strategy,Absorbs value from former VIP Launch - Value Reminder and Product Match. Should use prior order/base/spec context.
Loyalist Re-engagement - 4 of 5 - Reorder Timing,Loyalist Re-engagement,4 of 5,Reorder Timing,,Marketing,Candidate/Needs Review,4.0,5.0,Yes,Loyalist Re-engagement,Programmable marketing,,,,News & Offers,,,not built,Needs copy review,Yes,not mapped,,merged strategy,"Absorbs value from former Loyalist Relaunch - Reorder Prompt - Active Clients. Focus: replacement window, previous specs, avoiding a gap."
Loyalist Re-engagement - 5 of 5 - Private Offer,Loyalist Re-engagement,5 of 5,Private Offer,,Marketing,Candidate/Needs Review,5.0,5.0,Yes,Loyalist Re-engagement,Programmable marketing,,,,News & Offers,,,not built,Needs copy review,Yes,not mapped,,merged strategy,Optional close: calm incentive or concierge-style CTA for high-value existing customers.
Launch -- Audience A -- Existing Customer -- Offer Top,,,,,,,,,,Brand Relaunch,Standard marketing,216512679333.0,AB_EMAIL / DRAFT_AB (parent),,,,,"READY FOR REVIEW -- passes bare-widget check, no bad tokens, from/replyTo set, subscriptionDetails set, preview_text non-placeholder. Staged as native A/B test, Send-to/suppression lists already set (see hs-lifecycle-strategy-2026 skill). Awaiting Vincent review + manual publish/send -- not sent.","Rebuilt + verified 2026-07-05, pending Vincent review",No,"REBUILT 2026-07-05 -- fully modular, matches Launch 1/3-of-5 design standard (header, hero-image, offer, five-changes, products grid, founder-note, final-cta, custom footer, native @hubspot/email_footer). Uses native module_id references (not path-based) -- confirmed via true web-version preview render, not just editor canvas.",launch-03-* module set (dark products variant),,"Native HubSpot A/B test. Send to Attribute -- Has Ordered (580), suppress Suppression -- Master (1044). User flagged as unstyled 2026-07-05, needs rebuild. | 2026-07-05 rebuild: replaced flat rich_text placeholder content with full modular structure reusing existing Launch custom modules (field-driven, audience-specific copy overrides on hero/offer/final-cta; header/five-changes/products/founder-note/footer use module defaults). IMPORTANT MECHANIC: path-based widget references (body.path) did NOT render in this AB_EMAIL type -- only module_id-based widget references actually render at send-time (confirmed via true preview, not just editor canvas which can look misleading). See api-email-marketing skill for this correction."
Launch -- Audience A -- Existing Customer -- Offer Bottom,,,,,,,,,,Brand Relaunch,Standard marketing,216517555754.0,AB_EMAIL / DRAFT_AB_VARIANT (child),,,,,"READY FOR REVIEW -- passes bare-widget check, no bad tokens, from/replyTo set, subscriptionDetails set, preview_text non-placeholder. Staged as native A/B test, Send-to/suppression lists already set (see hs-lifecycle-strategy-2026 skill). Awaiting Vincent review + manual publish/send -- not sent.","Rebuilt + verified 2026-07-05, pending Vincent review",No,"REBUILT 2026-07-05 -- fully modular, matches Launch 1/3-of-5 design standard (header, hero-image, offer, five-changes, products grid, founder-note, final-cta, custom footer, native @hubspot/email_footer). Uses native module_id references (not path-based) -- confirmed via true web-version preview render, not just editor canvas.",launch-02-* module set (light products variant),,"B variant of the Audience A A/B test. Orphaned duplicate draft 216515377497 (BATCH_EMAIL/DRAFT) should be deleted -- superseded by this variant. | 2026-07-05 rebuild: replaced flat rich_text placeholder content with full modular structure reusing existing Launch custom modules (field-driven, audience-specific copy overrides on hero/offer/final-cta; header/five-changes/products/founder-note/footer use module defaults). IMPORTANT MECHANIC: path-based widget references (body.path) did NOT render in this AB_EMAIL type -- only module_id-based widget references actually render at send-time (confirmed via true preview, not just editor canvas which can look misleading). See api-email-marketing skill for this correction."
Launch -- Audience B -- New Prospect -- Offer Top,,,,,,,,,,Brand Relaunch,Standard marketing,216512679336.0,AB_EMAIL / DRAFT_AB (parent),,,,,"READY FOR REVIEW -- passes bare-widget check, no bad tokens, from/replyTo set, subscriptionDetails set, preview_text non-placeholder. Staged as native A/B test, Send-to/suppression lists already set (see hs-lifecycle-strategy-2026 skill). Awaiting Vincent review + manual publish/send -- not sent.","Rebuilt + verified 2026-07-05, pending Vincent review",No,"REBUILT 2026-07-05 -- fully modular, matches Launch 1/3-of-5 design standard (header, hero-image, offer, five-changes, products grid, founder-note, final-cta, custom footer, native @hubspot/email_footer). Uses native module_id references (not path-based) -- confirmed via true web-version preview render, not just editor canvas.",launch-03-* module set (dark products variant),,"Native HubSpot A/B test. Send to Marketing Eligibility -- Marketing Contacts (72), suppress Attribute -- Has Ordered (580) + Suppression -- Master (1044). | 2026-07-05 rebuild: replaced flat rich_text placeholder content with full modular structure reusing existing Launch custom modules (field-driven, audience-specific copy overrides on hero/offer/final-cta; header/five-changes/products/founder-note/footer use module defaults). IMPORTANT MECHANIC: path-based widget references (body.path) did NOT render in this AB_EMAIL type -- only module_id-based widget references actually render at send-time (confirmed via true preview, not just editor canvas which can look misleading). See api-email-marketing skill for this correction."
Launch -- Audience B -- New Prospect -- Offer Bottom,,,,,,,,,,Brand Relaunch,Standard marketing,216517566631.0,AB_EMAIL / DRAFT_AB_VARIANT (child),,,,,"READY FOR REVIEW -- passes bare-widget check, no bad tokens, from/replyTo set, subscriptionDetails set, preview_text non-placeholder. Staged as native A/B test, Send-to/suppression lists already set (see hs-lifecycle-strategy-2026 skill). Awaiting Vincent review + manual publish/send -- not sent.","Rebuilt + verified 2026-07-05, pending Vincent review",No,"REBUILT 2026-07-05 -- fully modular, matches Launch 1/3-of-5 design standard (header, hero-image, offer, five-changes, products grid, founder-note, final-cta, custom footer, native @hubspot/email_footer). Uses native module_id references (not path-based) -- confirmed via true web-version preview render, not just editor canvas.",launch-02-* module set (light products variant),,"B variant of the Audience B A/B test. Orphaned duplicate draft 216515377500 (BATCH_EMAIL/DRAFT) should be deleted -- superseded by this variant. | 2026-07-05 rebuild: replaced flat rich_text placeholder content with full modular structure reusing existing Launch custom modules (field-driven, audience-specific copy overrides on hero/offer/final-cta; header/five-changes/products/founder-note/footer use module defaults). IMPORTANT MECHANIC: path-based widget references (body.path) did NOT render in this AB_EMAIL type -- only module_id-based widget references actually render at send-time (confirmed via true preview, not just editor canvas which can look misleading). See api-email-marketing skill for this correction."
Abandoned Cart -- Email 1 of 3 -- Abandoned Cart -- Gentle Reminder,,,,,,,,,,Abandoned Cart -- Current,Automated flow,214989746959.0,AUTOMATED,,,,,"Published, flow ON",Needs module rebuild,Yes,flat rich_text + email_footer only -- no cart/product-line module exists in Design Manager yet (email_modules/ has no cart family),,,Live and turned on 2026-07-05. Cannot render actual cart contents until a dynamic cart-line-item module is designed and built -- no such module exists on the portal today.
Abandoned Cart -- Email 2 of 3 -- Abandoned Cart -- Value Reinforcement,,,,,,,,,,Abandoned Cart -- Current,Automated flow,214987971489.0,AUTOMATED,,,,,"Published, flow ON",Needs module rebuild,Yes,flat rich_text -- same cart-module gap as Email 1 of 3,,,Same cart-module gap as Email 1 of 3.
Abandoned Cart -- Email 3 of 3 -- Abandoned Cart -- Urgency Incentive,,,,,,,,,,Abandoned Cart -- Current,Automated flow,214987971492.0,AUTOMATED,,,,,"Published, flow ON",Needs module rebuild,Yes,flat rich_text -- same cart-module gap as Email 1 of 3,,,Same cart-module gap as Email 1 of 3.
Browse Abandonment -- Email 1 of 2 -- Product Reminder,,,,,,,,,,Browse Abandonment,Automated flow,214987971495.0,AUTOMATED,,,,,Unknown -- flow on/off not verified this session,Needs audit,Unknown,not yet audited,,,Not yet audited in the 2026-07-05 session.
Browse Abandonment -- Email 2 of 2 -- Related Products,,,,,,,,,,Browse Abandonment,Automated flow,214987971498.0,AUTOMATED,,,,,Unknown -- flow on/off not verified this session,Needs audit,Unknown,not yet audited,,,Not yet audited in the 2026-07-05 session.
Abandoned Cart -- Email 1 of 4 -- Legacy,,,,,,,,,,Abandoned Cart -- Legacy,Automated flow,208934606082.0,AUTOMATED,,,,,Unknown -- likely superseded by Abandoned Cart -- Current,Needs decision: retire or keep,Unknown,not yet audited,,,"Legacy 4-email sequence, probably superseded by the 3-email Abandoned Cart -- Current sequence. Confirm with Vincent whether to retire."
